97ebe5b0-736c-5886-99ca-d72f433f26ab,/A/apparent_energy,1323283884,839.8
f02678a4-ab9e-522b-983e-67d8ce8c593a,/A/apparent_pf,1323283884,0.98
d4d1ba72-3073-58e4-bf40-32d4110d5b7b,/A/apparent_power,1323283884,5.8
dfeb2160-616f-58c4-a031-964114c9de46,/A/current,1323283884,21.6
303dcfd8-8b38-5b54-a663-76bf075af484,/A/displacement_pf,1323283884,0.99
f4a859ec-951d-5fd5-98ec-f7192b2fcbd8,/A/phase-neutral_voltage,1323283884,267.1
81324ca4-f78b-5b9a-8122-0f18df51b049,/A/reactive_energy,1323283884,93.1
67ed36b1-70f6-5381-b7cf-04ae9ced9595,/A/reactive_power,1323283884,0.6
d5912eb5-67af-5f54-a5fd-5642416c6bfd,/A/true_energy,1323283884,828.1
00b4fe10-aa04-5234-925e-1d681533ea3c,/A/true_power,1323283884,5.6
04565ed7-71fc-50d8-b030-513fa5181b54,/AB/volts,1323283884,474.8
af610b66-827b-54ac-94ae-bccdc16a606e,/ABC/apparent_energy,1323283884,2747.9
e7471588-3f9a-58af-a9a2-8429cd48a0a5,/ABC/apparent_pf,1323283884,0.99
09deedd5-f1c6-5e07-abfe-eedc6b6ed5d5,/ABC/apparent_power,1323283884,18.9
30da15b3-87df-5626-bd5d-fd88eccb1591,/ABC/current,1323283884,67.1
3c9e4414-b4c1-5939-9090-5fbe133027db,/ABC/displacement_pf,1323283884,1.0
64a91ac2-5be4-5a60-a3d2-44db2975544a,/ABC/line_frequency,1323283884,60.0
49577f73-ca3c-5b2a-8ff7-a5499fde0c05,/ABC/reactive_energy,1323283884,258.6
5ccfb746-9cca-58c1-b2d1-9bb62fe017d9,/ABC/reactive_power,1323283884,1.7
521c888e-213c-5466-a812-23613a5e5de2,/ABC/true_energy,1323283884,2711.1
e14bc2c9-e277-5239-9e60-8fa839394c01,/ABC/true_power,1323283884,18.7
1d9135c8-5015-5280-9b6f-527d9e8094dd,/AC/volts,1323283884,491.0
7bd179a6-216d-5092-8e34-dc8a9afbb18d,/B/apparent_energy,1323283884,964.9
d26a4336-957b-5348-a19a-5c5e752173de,/B/apparent_pf,1323283884,0.99
031599b6-f186-5f73-8f24-86859cfcbd5a,/B/apparent_power,1323283884,6.6
00ec2844-057b-5304-8064-0fddb1e6e2a2,/B/current,1323283884,23.7
cbf31882-b8f7-5d03-b9e4-deb933644729,/B/displacement_pf,1323283884,0.99
3a50d1e2-2422-5ff6-b10c-5a94f8e67d52,/B/phase-neutral_voltage,1323283884,281.0
a9bd019e-6364-5738-b1d8-4999b7bae2f6,/B/reactive_energy,1323283884,159.0
d210a704-2894-50e5-a606-846729c16cf0,/B/reactive_power,1323283884,1.0
552e320c-1194-59a9-8045-86fed8666e1b,/B/true_energy,1323283884,947.0
5b0897db-365e-573c-bf6c-07f21b6add2b,/B/true_power,1323283884,6.5
35fac45a-4bac-536e-88d0-53658d7b4f6d,/BC/volts,1323283884,502.9
9f231265-524f-5705-9d79-a245eb63b360,/C/apparent_energy,1323283884,943.0
67b382dc-8ebe-5ed9-b021-95dc30b496ac,/C/apparent_pf,1323283884,1.0
57892a63-3baf-577c-ade4-9d87c762fedb,/C/apparent_power,1323283884,6.4
ae03b373-c435-5a22-b172-12798dd71ecd,/C/current,1323283884,21.6
a1d41a15-006c-5229-be69-8d530f55716f,/C/displacement_pf,1323283884,1.0
8dadd7f0-07bc-59b5-8002-47bbdb0273a4,/C/phase-neutral_voltage,1323283884,299.5
ef6149a7-a92e-5826-af47-27385643706d,/C/reactive_energy,1323283884,6.4
413980c8-1874-51ca-89ab-ee8c5312b386,/C/reactive_power,1323283884,0.0
3835bce9-68cb-59f2-90e6-9974514459c4,/C/true_energy,1323283884,935.8
c6333250-9413-56b7-a7d6-6abde7795d2d,/C/true_power,1323283884,6.4
